word,CNC,CNC_SD,CNC_N,IMAG,IMAG_SD,IMAG_N,FAM,FAM_SD,FAM_N
banks (river),5.9063,1.5484,32,6.3939,0.9829,33,5.3548,1.3807,31
banner,5.9286,1.1628,28,5.9688,1.2115,32,4.5333,1.8571,30
bar,6.2647,0.9490,34,6.5152,0.7435,33,6.4688,0.8286,32
bar (legal),4.4545,1.7424,33,3.8182,1.8333,33,4.0313,2.0076,32
bar (metal),6.5882,0.8443,34,6.2121,0.9457,33,4.9697,1.6603,33
bar (musical),5.1212,1.5908,33,4.9091,1.9285,33,5.1515,1.7254,33
bar (pub),6.3529,0.8001,34,6.4000,0.9008,35,6.6207,0.6651,29
bare,3.9375,1.4348,32,4.2333,1.3585,30,5.2143,1.1759,28
barely,2.9714,1.5397,35,2.6176,1.6272,34,5.5758,1.3264,33
barge,5.6875,1.5898,32,5.2500,1.4577,32,3.4516,1.4775,31
barge (boat),6.4857,1.0246,35,6.4857,0.8741,35,3.7429,1.8415,35
barge (push),4.6061,1.5362,33,5.0303,1.5856,33,4.7742,1.6600,31
bark,4.8788,1.7711,33,5.0882,1.7718,34,5.4688,1.5808,32
bark (dog),5.0882,1.5410,34,5.2571,1.5738,35,6.2581,1.1631,31
bark (tree),6.1290,1.2887,31,6.3636,1.0096,33,5.4545,1.6347,33
barley,6.5455,0.6076,33,5.8286,1.4240,35,4.0625,1.8530,32
barn,6.5313,0.7064,32,6.6061,0.9191,33,5.2414,1.7549,29
barnacle,6.2069,1.2967,29,5.6667,1.4220,30,3.7419,2.0473,31
baroque,4.0417,1.8138,24,3.5833,1.7300,24,2.7576,1.8754,33
barrage,4.5333,1.8927,30,3.9200,2.0183,25,3.0968,1.8726,31
barrel,6.6774,0.6419,31,6.6000,0.6633,30,4.9655,1.8096,29
barrier,5.7353,1.5588,34,5.6875,1.4456,32,5.3125,1.4017,32
basement,5.9688,1.1854,32,6.1212,1.3429,33,5.1935,1.8909,31
basket,6.2059,1.1827,34,6.2424,1.2560,33,5.9677,1.1773,31
basketball,6.5484,0.8362,31,6.6364,0.8463,33,5.9375,1.1439,32
bass,4.9697,1.8172,33,4.7647,1.7330,34,4.7500,1.7321,32
bass (fish),6.3235,0.9917,34,5.7059,1.4252,34,3.9667,1.7221,30
bass (guitar),6.2571,0.9664,35,6.1471,1.3313,34,5.8667,1.5434,30
bassoon,6.7083,0.5385,24,5.2400,1.8608,25,2.8333,1.9163,30
bastard,4.1000,1.8682,30,3.0323,1.8047,31,5.2759,1.8175,29
bastards,3.3030,1.7835,33,2.6774,1.6341,31,5.7857,1.6335,28
bat,6.6667,0.6667,27,6.5385,0.6343,26,4.8519,1.8600,27
bat (animal),6.7188,1.0675,32,6.8235,0.3812,34,5.2500,1.7678,32
bat (club),6.2903,1.2233,31,6.1875,1.1022,32,5.0968,1.5524,31
bath,6.5000,0.9574,24,6.6538,0.6166,26,6.4400,0.8980,25
bathroom,6.6774,0.6419,31,6.7500,0.4330,32,6.5200,0.7547,25
battered,4.8065,1.3300,31,5.0313,1.3343,32,5.6786,1.1356,28
battery,6.4063,0.9307,32,6.2258,1.1835,31,5.7097,1.3245,31
battle,5.2759,1.1714,29,5.7879,1.2249,33,4.8966,1.8633,29
bayonet,6.0000,1.5313,29,6.1667,1.3437,30,3.4375,2.1351,32
bazooka,6.0000,1.5706,30,5.6333,1.7221,30,3.1471,1.7844,34
beach,6.4444,0.6849,27,6.5926,0.6242,27,6.0833,0.9965,24
bead,6.2581,0.9493,31,5.9091,1.5048,33,4.7419,1.8486,31
beagle,6.4194,0.9078,31,6.4333,0.8825,30,4.1613,1.8854,31
beak,6.4848,1.0480,33,6.4063,0.9637,32,4.7742,1.7173,31
beaker,6.3548,1.0640,31,6.0303,1.4457,33,4.2857,1.9974,28
bean,6.7353,0.5034,34,6.5938,0.9637,32,5.6563,1.4056,32
bear,6.4746,1.0792,59,6.5517,1.1168,58,5.5283,1.4615,53
beard,6.5410,0.7372,61,6.6610,0.6538,59,6.1569,1.3191,51
beast,4.6462,1.6213,65,5.5625,1.3448,64,4.8448,1.6060,58
beat,4.1176,1.5101,34,4.4000,1.7599,35,5.4138,1.5204,29
beat (hit),5.2813,1.3972,32,5.1613,1.4164,31,4.9355,1.4577,31
beat (mix),4.8485,1.3511,33,5.1143,1.6348,35,5.2813,1.6247,32
beat (rhythm),4.4722,1.7238,36,3.5152,2.0615,33,6.0625,1.2231,32
beaten,3.8788,1.3202,33,4.6774,1.6142,31,5.3077,1.4350,26
beautician,5.6071,1.0467,28,5.2903,1.2233,31,3.8800,2.0064,25
beautiful,2.5152,1.7429,33,5.3939,1.6503,33,6.4615,0.7957,26
beauty,2.5938,1.5784,32,4.3125,1.5499,32,5.8571,1.1867,28
beaver,6.7778,0.4969,27,6.4286,0.8631,28,4.0357,1.9907,28
become,2.1875,1.2103,32,1.9355,1.1053,31,6.2917,0.8888,24
bed,6.7059,0.6655,34,6.6452,1.0016,31,6.5938,1.1418,32
bee,6.8387,0.4470,31,6.9231,0.2665,26,6.1111,1.3147,27
beef,6.4375,0.7043,32,6.5172,0.6226,29,6.4194,0.6611,31
beehive,6.3939,1.1265,33,6.2813,0.9758,32,5.1818,1.8660,33
beer,6.6176,0.9080,34,6.6970,0.5766,33,6.6061,0.7361,33
beet,5.4286,1.5908,28,4.2333,1.9267,30,3.5172,2.0947,29
beetle,6.7500,0.5590,32,6.7059,0.5703,34,5.0000,1.4811,31
befall,2.6250,1.0232,32,2.7931,1.3488,29,3.0323,1.7503,31
beg,3.6471,1.5508,34,4.2286,1.6403,35,5.4074,1.4722,27
beggar,5.8438,1.4385,32,6.2581,1.0767,31,4.8571,1.6413,28
begin,2.8788,1.0078,33,2.5000,1.3985,34,5.9394,1.1531,33
beginning,3.0313,1.4466,32,2.6129,1.7902,31,6.1333,1.1470,30
behalf,2.7059,1.4659,34,2.7647,1.6460,34,4.3750,1.5360,32
behave,3.1875,1.0735,32,3.3438,1.4707,32,6.3077,0.7216,26
behaviour,3.1429,1.6758,35,3.6970,1.4870,33,6.0323,1.2822,31
behind,4.1875,1.6665,32,4.2500,2.0463,32,6.1429,1.0252,28
beige,4.2727,1.8631,33,5.8438,1.5433,32,5.4667,1.6275,30
belfry,5.4375,1.1709,16,4.1765,2.2025,17,1.7353,1.1958,34
belief,2.7273,1.9270,33,3.1429,1.7751,35,5.8438,1.5023,32
believe,2.2581,1.1905,31,2.3333,1.3250,30,6.1250,1.0533,24
bell,6.6667,0.7654,33,6.7419,0.5059,31,5.9355,1.2684,31
belly,5.9677,1.0312,31,6.0345,0.8899,29,5.7778,1.0657,27
belong,2.0968,1.2535,31,2.4063,1.0857,32,5.8000,1.0198,25
belt,6.5926,0.5617,27,6.3077,1.3803,26,6.1250,1.0129,24
bench,6.6364,0.9477,33,6.6250,0.8197,32,5.8182,1.4864,33
bend,4.6000,1.3565,35,4.9143,1.6626,35,5.4194,1.1295,31
beneficial,2.8000,1.3690,35,2.8286,1.6473,35,5.4545,1.4993,33
benefit,3.6000,1.4967,35,3.4571,1.6448,35,5.5806,1.1295,31
bereavement,3.3636,1.6845,33,3.3333,1.8532,33,3.9032,1.8726,31
berry,6.5625,0.6585,32,6.3429,0.8926,35,5.6129,1.6398,31
best,2.6471,1.4528,34,3.0294,1.5994,34,6.1379,1.3319,29
betray,2.7419,1.7592,31,2.7419,1.2692,31,5.4242,1.5182,33
betrayal,2.3030,1.3814,33,3.6286,2.0988,35,4.5938,1.6367,32
beverage,6.3429,0.9241,35,6.3939,0.9515,33,6.2121,1.3202,33
beware,2.4063,1.2957,32,3.4333,1.7829,30,5.6429,1.5403,28
bicycle,6.8065,0.4697,31,6.6563,0.5921,32,6.2593,0.8858,27
bid,3.4242,1.4571,33,3.9063,1.4866,32,4.7273,1.6380,33
bigot,4.0313,1.9603,32,4.1250,1.8157,32,4.5161,1.8986,31
bike,6.5313,0.7064,32,6.7813,0.5440,32,6.0000,1.1019,28
billion,4.0303,1.9146,33,3.0000,2.1004,34,5.4516,1.6429,31
binder,5.3226,1.8384,31,5.4688,1.6391,32,4.6970,1.8172,33
biology,5.1818,1.3586,33,4.2059,1.6410,34,6.1724,1.2054,29
bird,6.5926,0.8717,27,6.7500,0.5204,24,6.6957,0.5465,23
birth,5.8125,1.1575,32,6.0588,1.2820,34,5.5484,1.5624,31
birthday,5.0571,1.6723,35,5.1212,1.6098,33,6.3571,1.0425,28
biscuit,6.1818,1.2174,33,6.6667,0.6356,33,6.4000,1.0832,30
bishop,6.0938,1.4000,32,6.1290,1.0078,31,4.2333,2.0926,30
bison,6.1538,1.2918,26,5.9231,1.5914,26,2.9143,1.7788,35
bit,4.2727,1.5030,33,3.0323,1.2309,31,6.1875,1.2609,32
bit (bite),5.0294,1.5809,34,5.0303,1.7318,33,5.3000,1.4411,30
bit (horse bridal),6.0000,1.5635,27,5.5926,1.5930,27,2.7000,1.7729,30
bit (small amount),3.6176,1.6630,34,4.2353,1.6988,34,6.0000,1.1726,32
bitch,4.2188,1.9483,32,4.4545,1.5392,33,5.7742,1.3610,31
bitchy,2.6667,1.3853,33,4.0938,2.0056,32,5.8750,1.4524,32
bitter,3.0000,1.5718,34,3.0882,1.8844,34,4.9412,1.4939,34
bizarre,2.1250,0.9601,32,2.9310,1.8370,29,4.7407,1.4035,27
black,5.3714,2.0714,35,6.1429,1.6758,35,6.7419,0.9147,31
blackmail,3.5882,1.8006,34,3.1250,1.9961,32,5.0000,1.6656,31
blacksmith,6.4545,0.9875,33,6.4667,0.9214,30,3.6970,2.0224,33
blade,6.4848,0.9885,33,6.5294,0.9467,34,5.4118,1.7170,34
blame,2.5429,1.6097,35,2.5714,1.1029,35,6.0294,1.2244,34
bland,2.6129,1.2096,31,2.6563,1.2402,32,4.2414,1.4058,29
blank,3.9143,1.9621,35,4.6286,2.1392,35,5.3235,1.3660,34
blasphemy,2.5455,1.3727,33,2.7273,1.7799,33,3.4688,2.0461,32
blaze,5.0588,1.5519,34,5.6857,1.4096,35,4.5000,1.7363,34
blazes,4.4516,1.6429,31,4.7667,1.4761,30,3.2963,1.9016,27
bleak,2.4706,1.3770,34,3.3714,1.9136,35,4.4375,1.8361,32
blend,3.6774,1.3293,31,3.8485,1.6352,33,5.0345,1.2994,29
blender,6.5385,0.6343,26,6.3000,0.8226,30,4.8214,1.7332,28
bless,1.9333,1.0934,30,2.3448,1.4920,29,4.1923,1.4941,26
blessed,2.0909,1.4431,33,3.6176,2.1146,34,5.0000,1.6461,31
blessing,2.7222,1.6768,36,3.5758,1.6883,33,5.4828,1.6320,29
blessings,2.9091,1.5048,33,3.1935,1.5744,31,5.2000,1.8330,30
blimp,6.0357,1.4512,28,5.5000,1.8394,30,3.2759,1.7399,29
blind,5.3143,1.4885,35,5.2500,1.7139,32,5.3750,1.5360,32
bliss,2.3667,1.6224,30,3.7667,1.7259,30,4.9310,1.6386,29
blister,6.1471,0.9435,34,6.3143,1.1407,35,5.5313,1.4574,32
block,5.2424,1.5576,33,5.1212,1.6470,33,5.3103,1.4880,29
bloke,5.4118,1.4974,34,5.9143,1.1556,35,5.6471,1.4729,34
blond,5.3939,1.2538,33,6.0313,1.2370,32,5.8125,1.4456,32
blonde,5.9429,1.0940,35,6.5455,0.6556,33,6.2121,1.0374,33
blood,6.0571,1.3081,35,6.4118,1.1145,34,6.1667,1.0028,30
bloody,5.0303,1.4457,33,5.9412,1.5328,34,5.9063,1.5281,32
bloom,4.1515,1.5594,33,4.8966,1.7684,29,5.1034,1.6473,29
blossom,5.4412,1.5566,34,6.2059,1.0227,34,5.0909,1.4640,33
blouse,6.0000,1.4951,34,6.1212,1.4721,33,5.2813,1.8068,32
blow,4.5758,1.5576,33,4.6667,1.9332,33,5.6071,1.3185,28
blow (hit),5.2581,1.2943,31,5.6667,1.1976,33,5.0000,1.4811,31
blow (wind),4.5143,1.2955,35,4.6471,1.6783,34,5.8438,1.1486,32
blubber,4.9118,1.7551,34,4.9697,1.5469,33,4.3000,1.8102,30
blubber (cry),4.0303,1.3814,33,5.6667,1.5308,33,4.2667,1.9482,30
blubber (fat),5.8824,0.9931,34,5.8529,1.3748,34,3.6667,1.7696,33
blue,4.9118,2.0054,34,6.4706,1.2184,34,6.7500,0.5000,32
blueberry,6.7500,0.6614,32,6.7813,0.4831,32,5.8667,1.1470,30
bluff,3.5294,1.5192,34,2.9697,1.4665,33,4.3548,1.4039,31
blunder,2.9412,1.3271,34,3.0588,1.3048,34,3.9714,1.9047,35
blunt,3.8276,1.6623,29,3.9697,1.5856,33,5.0385,1.4272,26
board,6.0294,1.3609,34,5.7879,1.1999,33,5.3939,1.4129,33
board (enter),4.7879,1.6470,33,4.6176,1.7659,34,3.9429,1.8508,35
board (executive),4.9394,1.2538,33,4.8485,1.6166,33,4.1875,1.7930,32
board (wooden),6.5429,0.7307,35,6.2647,0.9490,34,4.9714,1.8124,35
boarded,3.8529,1.5743,34,4.1765,1.7400,34,4.2333,1.9947,30
boast,3.1935,1.4684,31,2.9355,1.2935,31,5.1333,1.4545,30
boastful,3.0882,1.5599,34,4.2353,1.7667,34,4.1875,1.7755,32
boat,6.7344,0.6185,64,6.8448,0.5187,58,6.3818,1.1360,55
body,6.0000,1.2990,32,6.3438,1.0491,32,6.7600,0.5851,25
boil,5.2727,1.7104,33,5.5152,1.3734,33,5.9615,1.4000,26
boiler,6.2286,0.8972,35,6.0303,1.3814,33,5.1667,1.4395,30
bold,3.3438,1.2896,32,3.9355,1.6051,31,5.5000,1.7829,28
bollocks,5.1429,1.7426,35,5.0313,2.0384,32,5.6061,1.5164,33
bomb,6.5000,0.6966,34,6.2500,0.8660,32,5.6786,1.4406,28
bomber,5.3333,1.4907,30,4.9000,1.5780,30,4.4333,2.0114,30
bond,3.7143,1.4257,35,3.8000,1.5455,35,5.3333,1.5308,33
bondage,4.7879,1.7366,33,5.2727,1.3767,33,4.2424,2.0894,33
bonds,3.8485,1.4590,33,3.9118,1.5023,34,3.6875,1.7036,32
bonds (money),5.2571,1.4411,35,4.1563,1.6604,32,4.1818,1.6959,33
bonds (restraints),5.0857,1.7948,35,5.4857,1.4015,35,4.4848,2.0018,33
bone,6.7333,0.5121,30,6.6429,0.7178,28,5.9600,0.9992,25
bones,6.9032,0.2957,31,6.6563,0.8143,32,6.1875,1.3793,32
bongo,5.9063,1.4439,32,5.9677,1.2822,31,3.5000,1.6956,32
bonnet,6.4667,0.7180,30,6.2667,1.2365,30,3.0333,1.8163,30
bonus,4.0000,1.5954,33,3.2188,1.5152,32,5.0714,1.5102,28
book,6.7778,0.4969,27,6.5652,0.6478,23,6.7500,0.5748,28
book (read),6.5625,0.8992,32,6.3871,1.1826,31,6.6667,0.6498,30
book (reserve),4.7059,1.6365,34,4.3030,1.6964,33,5.3125,1.2359,32
bookcase,6.5667,1.2828,30,6.6129,0.7482,31,5.7931,1.3230,29
boom,3.4375,1.8698,32,4.4839,2.3123,31,5.4828,1.6530,29
boost,3.3235,1.4697,34,2.8235,1.3606,34,5.0303,1.4457,33
boot,6.5862,0.8102,29,6.4800,0.9847,25,6.2609,0.8453,23
boot (car),6.2286,1.2209,35,6.3636,1.0679,33,6.2059,1.3011,34
boot (evict),3.9394,1.7222,33,3.7353,1.9600,34,3.6875,1.8103,32
boot (shoe),6.6563,0.8143,32,6.6563,0.8518,32,6.2500,1.0308,32
bored,3.0571,1.3927,35,3.4571,1.7129,35,6.3750,0.7395,32
boredom,2.7647,1.6638,34,3.7714,1.6748,35,6.0645,1.2684,31
boring,2.7941,1.2314,34,3.4571,1.7295,35,6.2813,1.2051,32
born,4.3000,1.8285,30,4.1667,1.3437,30,6.0435,1.0417,23
borrow,3.4848,1.2821,33,2.9394,1.6686,33,6.0000,1.4142,30
bosom,5.7647,1.4361,34,5.2424,1.8754,33,3.7714,1.8061,35
boss,6.0294,1.1754,34,5.8000,1.2604,35,5.8571,1.7467,28
botanist,5.3077,1.5385,26,4.8148,1.2776,27,3.4375,2.0606,32
botany,5.3077,1.1691,26,3.8387,1.7057,31,3.2903,2.0665,31
bother,2.4848,1.0187,33,2.6857,1.7200,35,5.8667,1.2579,30
bottle,6.4615,0.7957,26,6.5000,0.9707,26,6.3333,0.8165,27
bottom,4.7667,1.5424,30,4.9333,1.8607,30,5.7586,1.5235,29
bought,4.0625,1.6382,32,4.0303,1.7142,33,6.3704,0.7277,27
boulder,6.2647,1.2904,34,6.5862,0.9291,29,4.5161,1.7389,31
bounce,4.5313,1.6580,32,5.1613,1.5260,31,5.6552,1.4209,29
bouncy,3.9375,1.7128,32,5.0000,1.7233,33,5.1613,1.6084,31
bound,3.7273,1.3767,33,4.3871,1.6398,31,4.8182,1.6041,33
bouquet,5.7647,1.1391,34,6.4706,0.7371,34,5.0000,1.8091,33
bout,3.5806,1.4761,31,3.1000,1.4224,30,3.2813,1.7895,32
bow,5.5758,1.2799,33,6.0000,1.2060,33,4.3929,1.6331,28
bow (bend),4.6970,1.5856,33,5.0294,1.5432,34,4.1034,1.8070,29
bow (ribbon),6.0588,1.0831,34,6.4242,1.1018,33,5.8000,1.3760,30
bow (ship),6.6129,0.7038,31,5.9677,1.5551,31,3.8889,2.2167,27
bow (weapon),6.7742,0.4181,31,6.6129,0.8300,31,4.4194,1.9638,31
bowel,6.0909,1.1642,33,4.8065,1.5117,31,4.4333,1.9267,30
bowl,6.5313,0.7493,32,6.4242,1.2068,33,6.2813,1.2307,32
box,6.2667,1.2092,30,6.4483,0.8939,29,6.5769,0.6891,26
box (container),6.4286,0.8379,35,6.2500,1.1990,32,6.1818,0.9678,33
box (sport),5.3939,1.6686,33,6.0645,1.3182,31,4.8750,1.8157,32
boxer,6.0968,0.9953,31,6.5938,0.6548,32,5.4839,1.7389,31
boxer (dog),6.6250,0.6960,32,6.5000,1.1440,34,4.4688,1.6953,32
boxer (fighter),6.5000,0.9014,32,6.4286,0.9346,35,5.0000,1.8257,33
boxing,5.9063,0.8426,32,6.3871,0.7038,31,5.4333,1.3085,30
boy,6.4118,1.2861,34,6.4688,0.8655,32,6.6452,0.8632,31
boycott,2.9394,1.4129,33,2.9394,1.5164,33,4.1786,1.5596,28
bra,6.6061,0.6485,33,6.7059,0.7487,34,6.4516,0.9784,31
bracelet,6.7353,0.5034,34,6.4194,0.9427,31,5.5806,1.8099,31
bracket,5.5938,1.2713,32,5.1613,1.7245,31,4.5926,1.6835,27
brain,6.3333,1.0435,30,6.1034,1.3221,29,6.4583,1.0400,24
brainy,3.0323,1.5551,31,3.4667,1.6680,30,5.0000,1.3301,26
brake,5.4706,1.1940,34,5.6571,0.9241,35,5.2813,1.3972,32
brand,3.3750,1.5562,32,3.8438,1.3017,32,5.5357,1.4263,28
brass,5.4516,1.8111,31,4.7000,1.6961,30,4.0385,1.6521,26
brasserie,5.3939,1.6319,33,5.6875,1.6477,32,3.5484,1.8980,31
brassiere,6.0000,1.5176,33,6.0606,1.5164,33,3.4286,2.0879,35
brave,2.6176,1.5907,34,3.6286,1.8835,35,5.8929,0.8594,28
bravery,3.3871,1.7721,31,3.7188,1.9403,32,5.5862,1.1602,29
brazen,2.4483,1.1013,29,3.1724,1.7630,29,2.8485,1.9403,33
breach,3.5429,1.2269,35,2.7500,1.5000,32,4.1935,1.9743,31
bread,6.8000,0.4899,25,6.8214,0.3830,28,6.7826,0.5070,23
break,4.3438,1.4707,32,4.3636,1.7024,33,6.1852,1.0554,27
break (destroy),4.9063,1.6271,32,5.5000,1.5577,34,6.2759,1.0136,29
break (luck),2.9063,1.5281,32,3.0313,1.8453,32,3.6452,1.6372,31
break (rest),4.0588,1.6967,34,4.0313,1.7045,32,6.4138,0.9655,29
breakfast,5.7813,1.3632,32,6.2941,1.0440,34,6.5333,1.0873,30
breast,6.4848,0.6570,33,6.6250,0.6495,32,6.1875,1.1575,32
breasts,6.5294,0.6524,34,6.5588,0.7353,34,6.0323,1.0920,31
breeze,4.6176,1.2837,34,5.0323,1.7130,31,5.5000,1.0177,28
brew,5.0294,1.4448,34,5.0882,1.5410,34,4.4375,1.7667,32
brewer,5.1176,1.6407,34,4.4839,1.6238,31,3.3226,1.6922,31
bribe,3.5758,1.4571,33,3.5294,1.8188,34,5.1875,1.7399,32
bridal,4.3939,1.7912,33,5.4545,1.3048,33,4.8929,1.6763,28
bridal (horse),6.0625,1.1973,32,5.5938,1.4547,32,2.8286,1.7806,35
bridal (marriage),4.6333,1.6017,30,5.3030,1.6420,33,4.8667,1.9102,30
bride,6.4706,0.8130,34,6.5588,0.7743,34,5.5000,1.6073,30
bridegroom,5.9032,1.3285,31,5.7419,1.5443,31,4.4643,1.9176,28
bridesmaid,5.8529,1.4376,34,6.4194,1.0709,31,5.1250,1.5959,32
bridesmaids,6.3226,1.2018,31,6.1724,0.9494,29,4.8065,1.8909,31
bridge,6.9375,0.2421,32,6.6774,0.6419,31,6.0385,1.4272,26
bridge (card game),5.3235,1.6037,34,5.1471,1.5555,34,2.9697,1.7664,33
bridge (structure),6.8000,0.4000,35,6.6571,0.7149,35,6.2188,1.1106,32
brief,3.1471,1.6651,34,2.7647,1.6814,34,5.5000,1.4577,32
bright,4.5938,1.6930,32,5.6667,1.4071,33,6.6129,0.7482,31
bright (light),4.7059,1.7745,34,5.4857,1.6797,35,6.1250,1.1110,32
bright (smart),2.9143,1.4999,35,4.2286,1.7902,35,6.2258,1.0987,31
brilliant,2.8857,1.6348,35,3.3143,1.5634,35,6.0000,1.2181,31
brilliant (great),2.5758,1.3264,33,3.3030,1.6785,33,6.6207,0.6110,29
brilliant (intelligent),2.9118,1.9307,34,3.2571,1.6448,35,6.2647,1.0930,34
brilliant (luminous),3.5000,1.5000,34,4.3714,1.6748,35,5.5000,1.5000,32
brink,3.5161,1.3167,31,2.8710,1.2376,31,3.9032,1.7663,31
brisk,3.5333,1.2037,30,3.6667,1.8368,33,4.0303,1.7664,33
broccoli,6.6552,0.7084,29,6.7778,0.4157,27,6.0000,1.1952,21
broken,3.3636,1.4938,33,4.2121,1.4514,33,6.0769,0.8285,26
bronze,5.6970,1.5073,33,6.0857,1.2733,35,5.6897,1.2623,29
broom,6.2258,1.4527,31,6.5161,0.7126,31,5.3667,1.7604,30
brother,6.2424,1.1814,33,6.5000,0.8062,30,6.6429,0.8950,28
brow,5.7879,1.3653,33,5.4848,1.5787,33,4.6970,1.8338,33
brown,5.0938,1.7741,32,6.1724,1.1765,29,6.2593,1.3220,27
brunch,5.1765,1.8386,34,5.3333,1.3853,33,5.1471,1.7000,34
brunette,5.6563,1.4918,32,6.4375,0.8638,32,5.8182,1.2174,33
brush,6.2000,1.2220,30,6.1852,0.9827,27,6.0417,1.0985,24
brushed,4.0645,1.5226,31,4.2903,1.3724,31,5.3929,1.3974,28
brutal,3.6857,1.6348,35,4.2941,1.7910,34,5.2424,1.5576,33
brute,3.9412,1.5135,34,4.2500,1.9203,32,3.9000,1.9723,30
bubble,5.5758,1.4981,33,6.5758,0.6976,33,5.6207,1.4483,29
bubbly,3.5714,1.3791,35,4.5455,1.6160,33,5.1333,1.6879,30
buffalo,6.4412,0.8114,34,6.5294,0.6524,34,4.6875,1.7755,32
bugle,5.5217,1.7413,23,5.1364,2.0292,22,2.6000,1.9425,30
build,5.1515,1.6352,33,5.7647,1.2141,34,5.8667,1.2311,30
builder,6.2581,0.8412,31,6.1563,1.0034,32,5.7667,1.2565,30
building,6.8125,0.7262,32,6.7273,0.5653,33,6.2414,1.0717,29
bulb,6.5806,0.6611,31,6.5161,0.7565,31,6.0769,1.1410,26
bulb (light),6.2059,1.1576,34,6.7647,0.5455,34,6.0938,1.4000,32
bulb (plant),6.5152,0.6570,33,6.2903,0.8110,31,4.2258,1.8958,31
bulge,5.1250,1.4948,32,5.7500,1.2500,32,5.1613,1.6675,31
bulk,4.8235,1.4647,34,4.2647,1.6144,34,4.6250,1.3170,32
bull,6.5625,0.6585,32,6.5152,0.9573,33,5.3548,1.4712,31
bulldozer,6.6250,0.9601,32,6.5313,0.8655,32,4.4706,2.0756,34
bullet,6.7273,0.5653,33,6.9032,0.2957,31,5.0303,1.5469,33
bullish,3.3333,1.4682,30,3.0000,1.4384,29,2.6563,1.5126,32
bully,4.9706,1.6176,34,5.4412,1.5566,34,5.4194,1.4541,31
bundle,5.0000,1.2873,35,5.4571,1.2500,35,4.7353,1.5012,34
bungalow,6.2813,1.2805,32,6.4242,0.9857,33,5.1935,1.9579,31
bunk,5.6571,1.4529,35,5.0606,1.6319,33,4.0294,1.9776,34
bunk (bed),6.5588,0.6941,34,6.3030,1.2906,33,5.1613,1.7978,31
bunk (truant),3.6897,1.4167,29,3.4286,1.5219,28,3.3125,1.9435,32
bunny,6.6471,0.6809,34,6.6667,0.7247,33,5.3871,1.6200,31
buoy,6.5000,0.7500,32,6.1613,1.3222,31,4.4194,2.2110,31
burden,2.8750,1.5959,32,3.0294,1.4849,34,5.2500,1.4047,28
burger,6.5862,0.7664,29,6.7667,0.4955,30,6.6071,0.7240,28
burglar,5.5556,1.1653,27,5.7000,1.3454,30,3.9630,1.5511,27
burglary,4.2581,1.3905,31,4.0625,1.4987,32,4.3793,1.5628,29
burgle,4.9697,1.8338,33,5.3750,1.3863,32,5.0714,1.9073,28
burial,5.6857,1.2368,35,6.0625,1.0289,32,4.3548,1.6174,31
burn,5.3030,1.4665,33,5.4333,1.4302,30,6.0714,1.0326,28
burner,5.0857,1.8263,35,4.9091,1.6023,33,4.1875,1.7036,32
burnt,4.3750,1.3863,32,4.9688,1.4892,32,5.2500,1.4506,24
burst,3.8182,1.3132,33,4.5806,1.5192,31,5.1000,1.6401,30
bury,4.6970,1.4246,33,5.1515,1.5200,33,5.0645,1.7027,31
bus,6.8824,0.3222,34,6.7241,0.5811,29,6.6667,0.5375,30
business,4.7429,1.5370,35,4.5000,1.6672,34,5.6875,1.3095,32
businessman,6.0588,1.2589,34,6.0303,1.2906,33,5.5172,1.2763,29
bust,4.9706,1.6357,34,5.3429,1.3720,35,4.8667,1.5217,30
bust (break),3.6364,1.4316,33,4.6333,1.6017,30,4.0333,2.0246,30
bust (breasts),6.6875,0.5266,32,6.6563,0.6427,32,5.3750,1.5959,32
bust (sculpture),6.2188,0.9265,32,5.4194,1.5403,31,3.8824,1.9965,34
busy,3.5294,1.5762,34,4.0909,1.8482,33,5.9630,1.3189,27
busybody,4.2258,1.4964,31,4.7333,1.7308,30,4.3333,1.9551,30
butcher,6.2727,1.0523,33,6.4375,0.7043,32,4.8065,1.6148,31
butler,5.6563,1.5332,32,6.1212,1.2970,33,4.0645,1.8997,31
butt,6.3448,0.9922,29,6.1250,0.8570,32,5.3571,1.3420,28
butter,6.2308,0.9326,26,6.4444,0.8315,27,6.1000,1.2207,20
butterfly,6.4516,1.0728,31,6.8333,0.4534,30,6.3462,0.9978,26
button,6.3824,0.8750,34,6.6129,0.6564,31,6.1613,0.8834,31
buy,4.2059,1.6939,34,4.2647,1.6857,34,6.6333,0.7520,30
buzzard,6.3333,1.3608,27,5.7143,1.6004,28,3.6875,1.9274,32
cabin,6.4412,0.9137,34,6.2903,0.9901,31,4.6970,1.6046,33
cabinet,6.7059,0.7083,34,6.4412,1.0344,34,5.1515,1.6719,33
cabinet (closet),6.6897,0.6488,29,6.3333,1.3053,27,5.0000,1.6189,29
cabinet (council),4.7241,1.2566,29,4.4375,1.4348,32,3.9063,1.9583,32
cacti,6.7353,0.5034,34,6.4375,0.9980,32,4.0286,1.9047,35
cactus,6.4706,1.2423,34,6.7647,0.4886,34,4.3235,2.0251,34
cafe,6.1212,1.0662,33,6.3939,1.0132,33,6.4333,0.8035,30
cake,6.8125,0.4635,32,6.6765,0.5801,34,6.4839,0.7126,31
cakes,6.6552,0.7084,29,6.8696,0.3368,23,6.7200,0.5307,25
